"zur&uuml;ck","zur&uuml;ck"
"los","los"
"struktur","Struktur"
"daten","Daten"
"exportieren","exportieren"
"tabelle","Tabelle"
"zeilen","Zeilen"
"datei","Datei"
"statementsausgefuehrt","Statements wurden ausgef&uuml;hrt !"
