"zur&uuml;ck","zur&uuml;ck"
"zur Inhaltsbearbeitung","zur Inhaltsbearbeitung"
"ID","ID"
"Name","Name"
"ver&ouml;ffentlicht","ver&ouml;ffentlicht"
"ge&auml;ndert","ge&auml;ndert"
"Kommentar","Kommentar"
"Seitenkommentare","Seitenkommentare"
